Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDV24,2432.0,OUT013
DRF48,1084.0,OUT010
FDQ47,666.0,OUT046
DRN36,1732.0,OUT049
NCY06,2190.0,OUT035
FDE52,1646.0,OUT035
NCB54,1950.0,OUT045
NCF31,2566.0,OUT035
FDJ08,4440.0,OUT027
NCC07,1812.0,OUT017
NCD19,2344.0,OUT027
FDL46,2008.0,OUT049
FDM20,3808.0,OUT045
NCI06,952.0,OUT010
DRM11,4222.0,OUT035
NCH07,2226.0,OUT018
FDS23,2076.0,OUT013
FDO49,594.0,OUT018
FDS35,1160.0,OUT049
DRK39,1260.0,OUT045
DRI39,1056.0,OUT049
FDV04,2648.0,OUT017
NCN14,3022.0,OUT035
FDH08,3684.0,OUT013
FDS20,2914.0,OUT046
FDV40,1340.0,OUT049
FDZ48,-144.0,OUT010
FDS24,2916.0,OUT027
FDK44,2852.0,OUT049
FDS48,2320.0,OUT045
FDK26,1114.0,OUT010
FDD23,2964.0,OUT045
NCH54,2628.0,OUT017
NCP14,-220.0,OUT010
FDM60,-1186.0,OUT010
FDV24,2498.0,OUT017
FDH08,3336.0,OUT018
FDS12,3460.0,OUT027
FDR39,4304.0,OUT027
FDP12,2124.0,OUT027
DRF60,5176.0,OUT027
FDC09,1852.0,OUT035
FDF50,2904.0,OUT018
FDG28,4042.0,OUT035
NCE19,1012.0,OUT017
NCM53,-172.0,OUT010
NCN18,1876.0,OUT049
FDF32,3286.0,OUT035
FDF11,3868.0,OUT013
DRI59,3660.0,OUT049
NCG54,2822.0,OUT035
FDM44,1650.0,OUT046
FDT57,3452.0,OUT018
FDV24,2406.0,OUT046
FDI50,1764.0,OUT019
FDS09,1038.0,OUT035
NCC31,3912.0,OUT027
FDQ07,1604.0,OUT019
FDC22,3176.0,OUT017
FDZ56,2710.0,OUT046
FDZ40,-1000.0,OUT019
FDS46,3398.0,OUT027
DRD24,2168.0,OUT045
FDV45,3100.0,OUT017
FDL26,2394.0,OUT045
FDA56,1694.0,OUT018
FDN27,1910.0,OUT046
FDM20,3972.0,OUT049
FDO16,1452.0,OUT017
FDL03,3296.0,OUT035
FDE58,1890.0,OUT046
FDI02,3288.0,OUT027
NCC55,-1276.0,OUT019
FDR03,3036.0,OUT018
FDB14,1640.0,OUT017
FDR45,3800.0,OUT013
NCN07,2184.0,OUT017
FDM51,-188.0,OUT019
FDT52,5364.0,OUT027
FDL26,2462.0,OUT046
NCZ42,3794.0,OUT046
DRI47,436.0,OUT019
FDW40,2320.0,OUT013
FDN34,2758.0,OUT046
FDS01,2974.0,OUT035
NCG55,1786.0,OUT045
FDC11,1534.0,OUT035
FDX35,3340.0,OUT018
NCB06,2558.0,OUT046
FDR09,2188.0,OUT019
FDC53,1674.0,OUT017
FDY45,4056.0,OUT013
FDA22,752.0,OUT010
FDE02,1660.0,OUT035
FDW21,1608.0,OUT045
FDV34,1278.0,OUT046
FDS59,1912.0,OUT049
NCW17,2152.0,OUT017
NCK54,1898.0,OUT046
FDG17,2016.0,OUT019
FDG35,2912.0,OUT017
FDD08,-1260.0,OUT010
NCO07,3448.0,OUT017
FDJ10,260.0,OUT010
FDW36,1774.0,OUT017
FDW21,-212.0,OUT010
FDY19,1996.0,OUT017
DRE03,820.0,OUT013
NCC55,748.0,OUT049
FDH52,-808.0,OUT010
FDO09,4312.0,OUT017
FDU43,3752.0,OUT045
FDX09,862.0,OUT010
FDH40,-508.0,OUT019
FDW58,1792.0,OUT017
FDC47,3676.0,OUT017
NCR41,1634.0,OUT035
DRG49,3994.0,OUT035
FDC52,3932.0,OUT027
FDY13,1234.0,OUT046
FDY35,832.0,OUT013
FDI35,2984.0,OUT017
NCU18,2356.0,OUT049
FDY33,2280.0,OUT018
FDC15,3924.0,OUT027
FDU01,3124.0,OUT049
NCU42,2710.0,OUT046
NCV29,2540.0,OUT018
NCY30,3008.0,OUT017
FDQ46,1892.0,OUT049
FDG58,3940.0,OUT027
FDK33,3482.0,OUT017
NCD07,1772.0,OUT045
NCX29,3740.0,OUT027
NCT42,2396.0,OUT013
DRN59,906.0,OUT035
FDI44,1412.0,OUT035
FDA45,2908.0,OUT049
FDP31,1028.0,OUT045
FDY01,1890.0,OUT046
FDT09,1900.0,OUT018
DRH03,2980.0,OUT027
FDA36,2684.0,OUT018
NCF31,2542.0,OUT017
FDG14,2564.0,OUT049
FDG28,5372.0,OUT027
FDU14,4052.0,OUT049
FDY47,252.0,OUT019
FDI56,1556.0,OUT049
DRD01,1012.0,OUT013
FDM22,978.0,OUT046
FDH33,724.0,OUT013
DRZ24,1916.0,OUT013
NCQ38,1714.0,OUT046
FDO16,2816.0,OUT027
FDU07,3820.0,OUT027
NCB07,3100.0,OUT013
FDU48,2030.0,OUT045
NCM43,2552.0,OUT045
FDR31,446.0,OUT010
DRK49,414.0,OUT018
NCI30,1948.0,OUT010
DRD60,2976.0,OUT017
NCG19,3706.0,OUT046
FDH12,1786.0,OUT035
FDM32,1626.0,OUT035
FDM27,2652.0,OUT035
NCU53,4080.0,OUT027
NCQ18,1594.0,OUT046
FDS10,2872.0,OUT013
FDB33,3956.0,OUT027
FDI12,1462.0,OUT013
NCW42,3524.0,OUT013
NCC06,1776.0,OUT018
FDW02,2172.0,OUT017
NCD43,1786.0,OUT017
FDM57,1112.0,OUT018
FDA58,3828.0,OUT017
FDK56,2930.0,OUT046
FDP52,3624.0,OUT045
FDW20,1672.0,OUT018
FDS52,1732.0,OUT049
NCT29,1632.0,OUT018
NCL54,2820.0,OUT013
FDC05,3104.0,OUT045
FDF34,3318.0,OUT035
FDP03,3488.0,OUT027
FDD32,-502.0,OUT010
FDZ10,1960.0,OUT045
FDZ40,1038.0,OUT035
FDD51,436.0,OUT018
NCY30,960.0,OUT019
FDP58,3492.0,OUT017
FDV49,4272.0,OUT017
FDY24,-1004.0,OUT019
NCO55,1816.0,OUT017
FDR13,2032.0,OUT017
FDS51,1126.0,OUT017
FDP26,1584.0,OUT045
NCB54,3512.0,OUT027
FDF32,3218.0,OUT017
FDN31,2708.0,OUT018
DRM48,704.0,OUT017
FDN20,2792.0,OUT049
DRL01,3742.0,OUT046
FDV56,1892.0,OUT049
DRH13,3184.0,OUT027
FDA03,2476.0,OUT017
FDF47,4972.0,OUT027
FDX32,2390.0,OUT046
FDX57,1716.0,OUT049
NCA30,2888.0,OUT045
FDO49,908.0,OUT013
FDL04,-228.0,OUT019
DRM48,760.0,OUT035
FDR16,3428.0,OUT013
NCC19,2756.0,OUT018
NCE42,3648.0,OUT045
FDY24,1048.0,OUT017
FDH19,2892.0,OUT049
FDJ46,2780.0,OUT013
FDN45,1612.0,OUT010
FDY08,2398.0,OUT035
FDZ37,1602.0,OUT035
NCT30,672.0,OUT045
DRY23,464.0,OUT018
NCZ30,1668.0,OUT018
FDC44,1508.0,OUT018
FDB45,1828.0,OUT035
FDY04,2678.0,OUT013
FDM27,2450.0,OUT046
FDZ43,3960.0,OUT017
FDT39,572.0,OUT019
NCC06,104.0,OUT019
FDL15,3890.0,OUT027
FDL57,4212.0,OUT017
FDU08,1610.0,OUT046
FDK40,4268.0,OUT017
FDQ12,1712.0,OUT010
FDS48,2512.0,OUT017
FDP09,3278.0,OUT045
FDW21,1764.0,OUT049
FDY25,3014.0,OUT035
DRE13,1492.0,OUT017
FDV43,-1188.0,OUT019
FDD22,1704.0,OUT045
FDM46,-444.0,OUT019
NCO30,1034.0,OUT010
FDM25,2822.0,OUT046
NCN41,2068.0,OUT049
FDU24,1462.0,OUT045
FDZ50,2974.0,OUT046
FDP45,4052.0,OUT013
NCM54,1938.0,OUT045
FDW10,876.0,OUT019
FDP20,2148.0,OUT017
FDK32,2474.0,OUT046
FDN52,1560.0,OUT049
FDM58,1756.0,OUT045
FDZ46,3220.0,OUT027
NCA18,1592.0,OUT018
FDD35,1970.0,OUT046
NCK31,968.0,OUT035
FDI40,3104.0,OUT027
FDT50,-292.0,OUT019
NCT06,2634.0,OUT046
FDT31,3124.0,OUT035
FDT45,984.0,OUT049
FDT13,2892.0,OUT045
FDO50,1384.0,OUT045
NCU18,334.0,OUT010
NCR54,3184.0,OUT049
NCO18,2548.0,OUT018
FDU09,904.0,OUT045
FDT13,2694.0,OUT018
FDE09,1822.0,OUT046
NCK53,-264.0,OUT019
FDG45,3464.0,OUT049
DRH15,882.0,OUT035
FDO21,1712.0,OUT019
FDD14,4304.0,OUT027
FDC09,1726.0,OUT046
FDH45,2216.0,OUT027
FDV32,1070.0,OUT046
FDG12,2110.0,OUT035
FDS32,2322.0,OUT013
NCL55,3674.0,OUT018
DRE01,3954.0,OUT035
DRE15,1364.0,OUT049
NCL42,3820.0,OUT045
FDP31,1108.0,OUT013
FDN33,1264.0,OUT018
FDZ59,2678.0,OUT046
FDE45,922.0,OUT010
FDJ07,1932.0,OUT013
FDQ45,2704.0,OUT018
FDM33,4900.0,OUT027
FDO15,-606.0,OUT010
FDM46,1496.0,OUT013
FDR03,3240.0,OUT045
FDY49,2424.0,OUT018
FDQ60,1864.0,OUT045
FDW10,2892.0,OUT049
FDO51,908.0,OUT049
FDJ40,1520.0,OUT018
FDS20,2604.0,OUT018
FDU45,1890.0,OUT013
FDV02,2826.0,OUT035
FDN09,3838.0,OUT046
NCM55,4400.0,OUT027
FDN23,2070.0,OUT018
FDY31,404.0,OUT010
FDW03,-134.0,OUT010
FDD14,2894.0,OUT046
FDV23,2100.0,OUT017
DRI03,2714.0,OUT045
FDN13,1716.0,OUT035
FDF45,2496.0,OUT027
FDU46,1618.0,OUT035
FDB57,3680.0,OUT049
FDV12,1760.0,OUT049
FDQ58,2440.0,OUT013
NCA18,1960.0,OUT017
FDH52,1168.0,OUT049
FDM24,2154.0,OUT018
NCP43,4324.0,OUT027
NCO18,912.0,OUT019
FDM32,1548.0,OUT017
NCL07,752.0,OUT017
FDK03,4070.0,OUT013
FDP59,1800.0,OUT017
FDQ24,4052.0,OUT049
FDQ16,1478.0,OUT018
FDU44,2634.0,OUT013
FDH28,-1220.0,OUT010
FDV28,-1276.0,OUT019
FDM22,872.0,OUT045
FDR56,3162.0,OUT046
FDV39,3228.0,OUT049
FDU37,-556.0,OUT019
FDQ11,2192.0,OUT010
FDX02,3450.0,OUT045
NCS42,1208.0,OUT018
FDY57,3012.0,OUT027
FDB21,3900.0,OUT049
FDE28,3768.0,OUT017
FDQ55,1982.0,OUT017
FDA48,3604.0,OUT049
FDZ19,2678.0,OUT045
NCC43,3892.0,OUT045
NCV18,1330.0,OUT046
NCA42,2248.0,OUT018
FDY45,4062.0,OUT046
NCC30,2762.0,OUT045
FDM57,1460.0,OUT013
FDL09,764.0,OUT010
FDB09,3440.0,OUT027
FDT44,2030.0,OUT035
NCT06,4060.0,OUT027
FDX26,3000.0,OUT049
FDK32,2396.0,OUT013
DRA12,2294.0,OUT046
FDO46,1136.0,OUT010
FDE52,1490.0,OUT013
NCH42,3558.0,OUT045
FDV08,854.0,OUT035
FDB47,3042.0,OUT018
FDC28,-138.0,OUT010
FDD22,1826.0,OUT046
FDS07,3284.0,OUT027
DRI13,3356.0,OUT045
FDG32,3212.0,OUT018
FDU14,4052.0,OUT017
FDD28,-928.0,OUT019
NCP41,1868.0,OUT017
FDS08,2880.0,OUT049
FDX47,2484.0,OUT045
FDC53,-264.0,OUT019
FDQ19,4006.0,OUT035
FDL14,2444.0,OUT045
FDM33,1548.0,OUT019
FDA51,1768.0,OUT045
FDZ27,536.0,OUT018
FDT04,666.0,OUT046
DRC13,2156.0,OUT049
FDR16,4884.0,OUT027
FDQ03,5224.0,OUT027
FDE38,2804.0,OUT035
DRH23,2364.0,OUT027
FDT11,1140.0,OUT019
FDD09,2994.0,OUT035
FDR40,1316.0,OUT045
FDX07,3072.0,OUT017
FDR07,1696.0,OUT035
FDA51,1964.0,OUT017
FDT59,1752.0,OUT019
FDF20,3194.0,OUT017
FDR13,1822.0,OUT045
FDY26,3488.0,OUT049
FDW04,2228.0,OUT017
FDK52,3680.0,OUT017
FDN60,2592.0,OUT049
FDM09,856.0,OUT019
FDP46,1520.0,OUT049
FDB50,-652.0,OUT019
NCQ29,4172.0,OUT049
FDP16,5320.0,OUT027
FDX33,2316.0,OUT018
FDP07,1150.0,OUT010
FDN22,4010.0,OUT046
FDF39,4292.0,OUT049
FDS21,1164.0,OUT017
NCM42,1720.0,OUT013
FDK50,708.0,OUT019
DRF13,3792.0,OUT027
FDH35,2320.0,OUT018
FDP60,1318.0,OUT018
DRJ49,3532.0,OUT027
NCT42,476.0,OUT019
FDE38,2768.0,OUT049
FDI04,3300.0,OUT049
NCH54,2426.0,OUT045
FDT56,1116.0,OUT049
DRD15,3384.0,OUT018
FDV58,3082.0,OUT013
FDP21,3128.0,OUT049
FDH05,3748.0,OUT013
FDR10,4024.0,OUT027
NCP06,2304.0,OUT045
FDF33,1820.0,OUT049
DRK37,3016.0,OUT013
DRH49,1292.0,OUT045
FDT58,2680.0,OUT013
FDD41,1440.0,OUT018
FDP40,1546.0,OUT018
FDM51,3144.0,OUT027
FDO45,-452.0,OUT010
FDW33,-216.0,OUT010
FDY24,856.0,OUT045
FDB10,1832.0,OUT010
FDM40,2374.0,OUT035
NCI06,2970.0,OUT017
FDW12,452.0,OUT019
FDX48,3968.0,OUT027
NCW05,3144.0,OUT027
FDX27,1678.0,OUT017
DRM37,3048.0,OUT045
FDA38,3704.0,OUT045
FDR36,734.0,OUT046
FDZ45,3158.0,OUT046
FDG05,2668.0,OUT017
FDK28,4100.0,OUT013
FDV47,1308.0,OUT045
FDN21,2466.0,OUT045
FDP20,3540.0,OUT027
FDI35,2804.0,OUT045
DRY23,676.0,OUT013
FDA56,2076.0,OUT017
FDB09,1996.0,OUT013
NCO26,3320.0,OUT027
FDQ49,2264.0,OUT018
FDI52,3392.0,OUT027
FDZ44,3332.0,OUT027
FDZ09,2316.0,OUT018
FDY03,1968.0,OUT049
NCG42,2146.0,OUT017
DRI13,4898.0,OUT027
FDQ32,2092.0,OUT013
FDW16,1666.0,OUT035
FDU27,830.0,OUT046
FDR28,740.0,OUT010
FDQ49,664.0,OUT010
FDS37,1878.0,OUT046
FDW26,3242.0,OUT018
FDX12,3580.0,OUT018
NCP06,2428.0,OUT013
FDW45,408.0,OUT010
NCN30,1636.0,OUT049
FDN24,972.0,OUT049
NCL41,2014.0,OUT027
FDR02,-128.0,OUT019
FDD09,968.0,OUT010
FDS33,-460.0,OUT010
FDU22,1828.0,OUT045
FDI53,2644.0,OUT013
DRH01,2884.0,OUT049
FDX32,2350.0,OUT013
NCP30,396.0,OUT018
FDB60,3028.0,OUT045
FDB14,1656.0,OUT049
NCP02,1098.0,OUT035
FDJ10,2376.0,OUT017
FDG34,1846.0,OUT046
NCB18,1526.0,OUT017
FDM16,1372.0,OUT049
FDW25,1082.0,OUT018
FDB35,-386.0,OUT010
DRN11,2284.0,OUT013
FDF41,1988.0,OUT019
FDH16,1348.0,OUT045
NCQ50,3080.0,OUT018
DRH23,634.0,OUT018
DRJ37,2442.0,OUT013
DRJ24,4360.0,OUT027
FDY16,3092.0,OUT035
FDQ27,1668.0,OUT045
FDZ33,2274.0,OUT045
FDF29,2080.0,OUT045
FDA08,2752.0,OUT049
FDG31,1086.0,OUT046
FDE34,1064.0,OUT019
NCR30,2644.0,OUT027
FDV33,4266.0,OUT035
DRZ24,1636.0,OUT018
NCL54,2884.0,OUT035
FDR12,2908.0,OUT049
NCC54,3822.0,OUT046
DRN59,796.0,OUT013
FDX50,-136.0,OUT019
FDV31,4264.0,OUT027
NCA29,4192.0,OUT027
FDW60,2972.0,OUT049
FDX08,3000.0,OUT017
DRD49,3732.0,OUT013
FDD33,3654.0,OUT046
FDW35,748.0,OUT013
FDJ36,1796.0,OUT017
FDV51,2786.0,OUT035
FDW36,1726.0,OUT046
FDH35,2638.0,OUT046
NCS30,3528.0,OUT027
FDN49,790.0,OUT017
FDL08,3596.0,OUT018
FDI09,3852.0,OUT013
FDP19,1756.0,OUT018
FDU21,-1296.0,OUT010
NCP41,1658.0,OUT045
FDY10,1836.0,OUT013
FDP12,392.0,OUT018
NCN26,1968.0,OUT049
FDK44,2746.0,OUT013
FDC28,1856.0,OUT049
FDJ41,5600.0,OUT027
NCT29,2112.0,OUT035
NCH42,1716.0,OUT019
FDU60,2424.0,OUT018
FDS02,3012.0,OUT045
FDC51,2046.0,OUT046
FDU03,2968.0,OUT013
FDX39,3324.0,OUT045
NCY05,-1286.0,OUT010
NCL06,5538.0,OUT027
FDD32,1494.0,OUT035
NCN41,1884.0,OUT045
NCX53,2368.0,OUT049
FDU57,528.0,OUT019
FDQ23,1694.0,OUT046
FDQ52,3832.0,OUT045
FDC14,658.0,OUT045
FDY09,2948.0,OUT035
FDQ28,2462.0,OUT045
FDV25,3474.0,OUT046
FDJ07,2010.0,OUT035
DRB25,1804.0,OUT049
FDK52,1652.0,OUT019
FDY52,2492.0,OUT027
FDB28,3134.0,OUT046
FDT36,742.0,OUT035
FDV25,3612.0,OUT017
NCN07,3532.0,OUT027
FDC57,3216.0,OUT017
FDQ03,3500.0,OUT018
FDU23,2762.0,OUT017
NCX41,3506.0,OUT035
NCD06,910.0,OUT035
FDW08,1580.0,OUT045
NCU29,2384.0,OUT017
NCE06,2576.0,OUT013
FDV52,8.0,OUT010
FDB02,2964.0,OUT017
NCR18,652.0,OUT045
FDK16,1612.0,OUT049
NCQ29,2148.0,OUT010
FDZ01,-164.0,OUT019
FDW27,2668.0,OUT035
FDD17,3474.0,OUT018
FDW39,2888.0,OUT013
DRH59,1104.0,OUT045
FDS52,1674.0,OUT013
FDU40,4540.0,OUT027
NCF54,2784.0,OUT013
FDH46,1632.0,OUT045
NCP14,1756.0,OUT049
FDH50,3076.0,OUT049
DRF15,540.0,OUT010
FDV27,2918.0,OUT027
NCJ06,2032.0,OUT049
FDN02,2960.0,OUT018
FDQ51,936.0,OUT049
FDQ07,3668.0,OUT017
FDS45,1732.0,OUT049
NCJ06,1864.0,OUT045
FDD36,2022.0,OUT035
FDY25,2820.0,OUT045
FDU52,2478.0,OUT046
DRK47,3650.0,OUT017
NCL30,2156.0,OUT017
FDN22,4146.0,OUT035
NCF30,3448.0,OUT027
FDK03,4226.0,OUT035
FDT45,1012.0,OUT017
NCC54,5216.0,OUT027
FDP08,2850.0,OUT018
FDU44,2662.0,OUT046
DRG39,1018.0,OUT035
FDU32,2060.0,OUT049
FDY27,2940.0,OUT049
NCP54,2000.0,OUT013
NCZ41,2124.0,OUT049
DRL49,2312.0,OUT013
FDI05,998.0,OUT018
FDY56,3550.0,OUT045
DRC13,2084.0,OUT013
NCV29,2956.0,OUT017
FDR24,1596.0,OUT049
FDZ34,2740.0,OUT018
FDP37,2140.0,OUT035
FDX08,4320.0,OUT027
FDS57,2164.0,OUT045
NCG18,1756.0,OUT049
FDK25,2430.0,OUT018
FDH53,1480.0,OUT049
DRI59,3240.0,OUT018
FDA52,2862.0,OUT046
FDT20,-1256.0,OUT010
FDE36,744.0,OUT019
FDI24,2834.0,OUT017
FDB28,2860.0,OUT018
FDV11,2956.0,OUT017
FDP01,2518.0,OUT046
FDD34,4024.0,OUT027
FDJ50,2318.0,OUT027
FDZ44,1896.0,OUT013
DRO59,1372.0,OUT035
DRB48,524.0,OUT045
FDR21,2494.0,OUT018
NCE42,1810.0,OUT010
FDO23,1502.0,OUT046
NCE30,3064.0,OUT018
FDQ22,750.0,OUT035
FDY01,1800.0,OUT045
FDS08,2920.0,OUT017
FDG28,3664.0,OUT018
FDQ51,584.0,OUT018
FDB05,3994.0,OUT017
FDO56,2028.0,OUT049
FDE02,1184.0,OUT018
FDN45,3612.0,OUT017
FDS09,772.0,OUT013
NCA54,2596.0,OUT018
FDP09,1460.0,OUT010
FDC53,1526.0,OUT045
NCM55,3056.0,OUT017
FDL09,2438.0,OUT018
FDA11,-388.0,OUT019
FDA50,1438.0,OUT045
FDC23,2948.0,OUT017
FDE22,2636.0,OUT049
FDD23,3030.0,OUT046
NCA29,2852.0,OUT049
FDK38,2358.0,OUT046
DRC13,2022.0,OUT046
NCP43,2948.0,OUT049
FDX28,1692.0,OUT049
FDF08,1608.0,OUT049
FDZ33,2382.0,OUT046
FDD10,2872.0,OUT049
FDO58,2686.0,OUT017
FDI50,3794.0,OUT017
FDO58,2556.0,OUT045
FDX08,2904.0,OUT013
NCK17,-1214.0,OUT010
FDF39,4330.0,OUT035
FDU45,-52.0,OUT010
NCJ18,1576.0,OUT018
DRC27,1984.0,OUT019
DRC25,1520.0,OUT035
FDU59,2682.0,OUT035
FDU28,3186.0,OUT035
NCP30,710.0,OUT046
FDB39,632.0,OUT018
FDE41,1480.0,OUT013
DRH11,-988.0,OUT010
FDA58,3636.0,OUT045
FDU50,1910.0,OUT046
FDM34,2096.0,OUT013
FDM44,3056.0,OUT027
FDR39,2828.0,OUT045
FDM25,2760.0,OUT045
FDQ49,2652.0,OUT049
DRH25,594.0,OUT018
FDM09,4208.0,OUT027
FDL44,680.0,OUT019
NCR42,278.0,OUT018
DRL59,894.0,OUT046
FDX43,2694.0,OUT013
DRK47,1664.0,OUT010
FDU48,1820.0,OUT018
FDY12,792.0,OUT045
NCN43,1688.0,OUT018
NCM55,2630.0,OUT018
FDQ21,3424.0,OUT027
FDX13,4098.0,OUT035
NCK30,5404.0,OUT027
FDG20,2924.0,OUT049
DRG27,768.0,OUT017
FDY14,3876.0,OUT018
FDP59,1846.0,OUT035
FDU60,2840.0,OUT017
NCC18,788.0,OUT019
DRJ39,3552.0,OUT017
FDS07,1876.0,OUT049
FDM08,5016.0,OUT027
FDP51,1896.0,OUT045
FDU16,1522.0,OUT035
FDH12,1732.0,OUT013
DRE48,1202.0,OUT010
NCL42,5302.0,OUT027
FDR21,2736.0,OUT045
NCW29,2242.0,OUT035
FDO11,4040.0,OUT013
NCM31,2348.0,OUT049
FDV35,544.0,OUT019
FDF58,1124.0,OUT017
NCE43,2776.0,OUT049
FDA02,2490.0,OUT035
DRL37,-1164.0,OUT010
FDR24,1244.0,OUT018
FDW59,1452.0,OUT049
FDS22,916.0,OUT049
FDW24,932.0,OUT017
FDU24,1702.0,OUT035
FDA21,4404.0,OUT027
FDH58,3324.0,OUT027
FDW36,1384.0,OUT018
FDI45,4196.0,OUT027
FDU01,2724.0,OUT018
FDF35,3176.0,OUT027
FDU43,1900.0,OUT019
FDE24,384.0,OUT019
FDK50,2700.0,OUT049
FDG31,960.0,OUT045
FDC60,1420.0,OUT045
FDL36,1480.0,OUT013
FDP21,3092.0,OUT013
FDW16,1442.0,OUT045
FDX02,3650.0,OUT017
FDQ58,3904.0,OUT027
FDT51,1854.0,OUT046
FDD59,1440.0,OUT049
NCM42,1472.0,OUT018
FDA57,402.0,OUT018
FDZ48,1930.0,OUT035
FDE46,2354.0,OUT045
NCZ30,44.0,OUT019
FDB56,3134.0,OUT017
FDA25,3176.0,OUT027
FDD20,2036.0,OUT013
FDL25,1558.0,OUT013
NCO18,2916.0,OUT049
FDJ45,694.0,OUT017
FDR12,2902.0,OUT035
NCF19,-1114.0,OUT010
FDK25,2690.0,OUT046
NCR17,1846.0,OUT046
FDC52,2494.0,OUT046
NCA54,2980.0,OUT017
FDR45,1876.0,OUT010
NCM19,1924.0,OUT049
FDF39,5660.0,OUT027
FDX23,1664.0,OUT049
FDD58,3048.0,OUT027
FDX28,1688.0,OUT013
NCD31,2618.0,OUT013
FDU57,2162.0,OUT018
FDI27,834.0,OUT046
NCM42,1754.0,OUT046
FDD32,2822.0,OUT027
FDI34,3690.0,OUT013
NCM29,2152.0,OUT049
