Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRH23,929.9535183761459,OUT018
DRJ37,2478.198121215858,OUT013
DRJ24,5059.895138482897,OUT027
FDY16,3061.905236665677,OUT035
FDQ27,1588.1196100332904,OUT045
FDZ33,2469.389100532442,OUT045
FDF29,2030.558397338778,OUT045
FDA08,2573.3861788859517,OUT049
FDG31,1123.2374124702208,OUT046
FDE34,462.2362862267722,OUT019
NCR30,1460.4401064591825,OUT027
FDV33,4085.5397151290135,OUT035
DRZ24,2002.78331683603,OUT018
NCL54,2852.243889161893,OUT035
FDR12,2852.243889161893,OUT049
NCC54,3872.390591852211,OUT046
DRN59,775.1357848729841,OUT013
FDX50,262.17572459487906,OUT019
FDV31,4724.969880524442,OUT027
NCA29,4427.723393310327,OUT027
FDW60,2875.8419755667724,OUT049
FDX08,3059.5568267315116,OUT017
DRD49,3822.1159691866965,OUT013
FDD33,3797.9231598817832,OUT046
FDW35,708.9217676540761,OUT013
FDJ36,1583.3147310156935,OUT017
FDV51,2644.5766846412116,OUT035
FDW36,1590.4993096268947,OUT046
FDH35,2582.3660431101175,OUT046
NCS30,3020.941486078031,OUT027
FDN49,664.4368100975761,OUT017
FDL08,3687.787243381464,OUT018
FDI09,3854.8332511576987,OUT013
FDP19,2027.8105567469022,OUT018
FDU21,131.07514040971412,OUT010
NCP41,1592.9898577606443,OUT045
FDY10,1832.7442802615872,OUT013
FDP12,666.2127065849716,OUT018
NCN26,1930.0517748785453,OUT049
FDK44,2852.243889161893,OUT013
FDC28,1609.4122563755748,OUT049
FDJ41,5871.133905983622,OUT027
NCT29,2014.1094972885296,OUT035
NCH42,573.5105861363319,OUT019
FDU60,2682.818025887346,OUT018
FDS02,3064.687431409193,OUT045
FDC51,2014.1094972885296,OUT046
FDU03,3061.905236665677,OUT013
FDX39,3667.82865739114,OUT045
NCY05,131.07514040971412,OUT010
NCL06,5871.133905983622,OUT027
FDD32,1327.9222045476033,OUT035
NCN41,2011.416487353943,OUT045
NCX53,2049.3867828464845,OUT049
FDU57,361.5366546206085,OUT019
FDQ23,1588.1196100332904,OUT046
FDQ52,4003.9293282983003,OUT045
FDC14,669.5448992684687,OUT045
FDY09,2875.8419755667724,OUT035
FDQ28,2503.62472516015,OUT045
FDV25,3739.467816675598,OUT046
FDJ07,1930.0517748785453,OUT035
DRB25,1588.1196100332904,OUT049
FDK52,576.278556591648,OUT019
FDY52,1393.954339512601,OUT027
FDB28,3075.169393848208,OUT046
FDT36,665.4479268871899,OUT035
FDV25,3752.3056029992485,OUT017
NCN07,3020.941486078031,OUT027
FDC57,3064.687431409193,OUT017
FDQ03,3625.0592706992156,OUT018
FDU23,2685.6282350394995,OUT017
NCX41,3675.930034177791,OUT035
NCD06,735.4787315128614,OUT035
FDW08,1590.4993096268947,OUT045
NCU29,2466.9858784683047,OUT017
NCE06,2561.511993704035,OUT013
FDV52,272.1361121441814,OUT010
FDB02,2875.8419755667724,OUT017
NCR18,671.1086840684662,OUT045
FDK16,1523.9571642929843,OUT049
NCQ29,574.0954080875294,OUT010
FDZ01,248.79660564417475,OUT019
FDW27,2534.231950147048,OUT035
FDD17,3638.9922542164113,OUT018
FDW39,2875.8419755667724,OUT013
DRH59,1076.329317312279,OUT045
FDS52,1580.6544140292244,OUT013
FDU40,5754.019870083614,OUT027
NCF54,2852.243889161893,OUT013
FDH46,1583.3147310156935,OUT045
NCP14,1588.1196100332904,OUT049
FDH50,3061.905236665677,OUT049
DRF15,364.4707295234701,OUT010
FDV27,2522.1858266951017,OUT027
NCJ06,1999.7538515911092,OUT049
FDN02,3312.446705382097,OUT018
FDQ51,737.9503756779588,OUT049
FDQ07,3742.654108202827,OUT017
FDS45,1588.1196100332904,OUT049
NCJ06,2011.416487353943,OUT045
FDD36,1930.0517748785453,OUT035
FDY25,3061.905236665677,OUT045
FDU52,2486.72209810876,OUT046
DRK47,3793.048411855745,OUT017
NCL30,2019.517827795074,OUT017
FDN22,4011.3427526106266,OUT035
NCF30,3009.0109763284827,OUT027
FDK03,4053.2484912741725,OUT035
FDT45,910.5637559924184,OUT017
NCC54,5871.133905983622,OUT027
FDP08,3061.877222257039,OUT018
FDU44,2573.3861788859517,OUT046
