Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU07,4029.743240762568,OUT027
NCB07,3063.1908007412117,OUT013
FDU48,2025.8338267046183,OUT045
NCM43,2572.702033119022,OUT045
FDR31,365.136537133043,OUT010
DRK49,662.0931878831071,OUT018
NCI30,575.0332450096972,OUT010
DRD60,3017.005913153161,OUT017
NCG19,3844.0124506811962,OUT046
FDH12,1575.6498976563169,OUT035
FDM32,1509.7192694834025,OUT035
FDM27,2500.148917361253,OUT035
NCU53,4237.081104662332,OUT027
NCQ18,1534.6036256278637,OUT046
FDS10,2961.7053760343824,OUT013
FDB33,4159.03725185162,OUT027
FDI12,1496.772759082564,OUT013
NCW42,3723.1135539781476,OUT013
NCC06,2017.608893304394,OUT018
FDW02,2014.7816876770996,OUT017
NCD43,1575.6498976563169,OUT017
FDM57,1419.7081022540294,OUT018
FDA58,3861.5259332666596,OUT017
FDK56,3059.649774989707,OUT046
FDP52,3831.334017101705,OUT045
FDW20,2014.7816876770996,OUT018
FDS52,1558.188201415608,OUT049
NCT29,2007.4004044060766,OUT018
NCL54,2868.448394546207,OUT013
FDC05,3070.829464855446,OUT045
FDF34,3068.14343611711,OUT035
FDP03,3005.839257398413,OUT027
FDD32,195.35108435934671,OUT010
FDZ10,2017.608893304394,OUT045
FDZ40,917.8806518613939,OUT035
FDD51,666.8992411560691,OUT018
NCY30,428.58402603721254,OUT019
FDP58,3668.068964065022,OUT017
FDV49,4090.7143825703415,OUT017
FDY24,130.47372232589296,OUT019
NCO55,1584.0747124229104,OUT017
FDR13,1957.3501023326544,OUT017
FDS51,1007.4994203827512,OUT017
FDP26,1575.6498976563169,OUT045
NCB54,3018.158007071806,OUT027
FDF32,3068.14343611711,OUT017
FDN31,3057.6351494684823,OUT018
DRM48,657.5880249533102,OUT017
FDN20,2731.686972409021,OUT049
DRL01,3815.1291322008365,OUT046
FDV56,1584.0747124229104,OUT049
DRH13,2870.56482138204,OUT027
FDA03,2477.5848551004415,OUT017
FDF47,5828.75418123239,OUT027
FDX32,2477.5848551004415,OUT046
FDX57,1531.7922718669724,OUT049
NCA30,3059.649774989707,OUT045
FDO49,783.1850103257398,OUT013
FDL04,247.01776095569824,OUT019
DRM48,661.7671157122733,OUT035
FDR16,3609.8281239502035,OUT013
NCC19,3061.1761752199873,OUT018
NCE42,3870.404495822368,OUT045
FDY24,919.1029382545759,OUT017
FDH19,2852.309033558186,OUT049
FDJ46,2850.0135687740176,OUT013
FDN45,575.0332450096972,OUT010
FDY08,2028.4967889415036,OUT035
FDZ37,1446.294128912811,OUT035
NCT30,738.121413051508,OUT045
DRY23,663.7920636982974,OUT018
NCZ30,2014.7816876770996,OUT018
FDC44,1936.029613260834,OUT018
FDB45,1575.6498976563169,OUT035
FDY04,2570.810709099003,OUT013
FDM27,2546.6003618346135,OUT046
FDZ43,3897.00387510595,OUT017
FDT39,367.37197726317834,OUT019
NCC06,285.7131227133616,OUT019
FDL15,4065.2007155443116,OUT027
FDL57,4053.966516716206,OUT017
FDU08,1531.7922718669724,OUT046
FDK40,4091.040249531324,OUT017
FDQ12,572.9116877552906,OUT010
FDS48,2485.006975740365,OUT017
FDP09,3629.3732653533634,OUT045
FDW21,1534.6036256278637,OUT049
FDY25,3017.005913153161,OUT035
DRE13,1423.765178253764,OUT017
FDV43,130.47372232589296,OUT019
FDD22,1691.5726174971105,OUT045
FDM46,231.13982278499643,OUT019
NCO30,482.7610432093019,OUT010
FDM25,2852.309033558186,OUT046
NCN41,2014.7816876770996,OUT049
FDU24,1519.6746563740965,OUT045
FDZ50,3059.649774989707,OUT046
FDP45,4002.760642320698,OUT013
NCM54,2014.7816876770996,OUT045
FDW10,422.90904589408564,OUT019
FDP20,2017.608893304394,OUT017
FDK32,2485.006975740365,OUT046
FDN52,1459.5773631323202,OUT049
FDM58,1679.2650535399664,OUT045
FDZ46,2918.0774864298,OUT027
NCA18,1957.3501023326544,OUT018
FDD35,2014.7816876770996,OUT046
NCK31,739.3861277054011,OUT035
FDI40,2837.380558132607,OUT027
FDT50,234.27334500847542,OUT019
NCT06,2572.702033119022,OUT046
FDT31,3059.649774989707,OUT035
FDT45,871.6547214904926,OUT049
FDT13,3059.649774989707,OUT045
FDO50,1491.5147580268856,OUT045
NCU18,281.8902682891934,OUT010
NCR54,3063.1908007412117,OUT049
NCO18,2868.631176544162,OUT018
FDU09,921.0995475538525,OUT045
FDT13,3057.6351494684823,OUT018
FDE09,1691.5726174971105,OUT046
NCK53,247.01776095569824,OUT019
FDG45,3612.1307836851875,OUT049
DRH15,687.0125823981302,OUT035
FDO21,572.4991293969721,OUT019
FDD14,5207.059317963744,OUT027
FDC09,1575.6498976563169,OUT046
FDH45,987.5032005389979,OUT027
FDV32,1114.906649036715,OUT046
FDG12,1974.0693007971463,OUT035
FDS32,2031.5996640191586,OUT013
NCL55,3815.3544260257518,OUT018
DRE01,3899.0053087854303,OUT035
DRE15,1315.0960629303113,OUT049
NCL42,3913.2838734699694,OUT045
FDP31,1188.5344390973655,OUT013
FDN33,1524.3507762844959,OUT018
FDZ59,2572.702033119022,OUT046
FDE45,428.61519054708907,OUT010
FDJ07,1968.8197992096116,OUT013
FDQ45,3057.6351494684823,OUT018
FDM33,5828.75418123239,OUT027
FDO15,151.26720592157963,OUT010
FDM46,1529.6499952877818,OUT013
FDR03,3384.887794302743,OUT045
FDY49,2666.0403920039043,OUT018
FDQ60,1974.0693007971463,OUT045
FDW10,2852.309033558186,OUT049
FDO51,683.0881431890748,OUT049
FDJ40,1584.0747124229104,OUT018
FDS20,3045.745019287723,OUT018
FDU45,1764.9677102062208,OUT013
FDV02,2734.2762266127284,OUT035
FDN09,3895.409502209008,OUT046
NCM55,5207.059317963744,OUT027
FDN23,2473.094078300944,OUT018
FDY31,366.0386875276093,OUT010
FDW03,239.76543148964,OUT010
FDD14,3059.649774989707,OUT046
FDV23,2014.7816876770996,OUT017
DRI03,2852.309033558186,OUT045
FDN13,1534.6036256278637,OUT035
FDF45,1301.8714126869163,OUT027
FDU46,1450.4263043773865,OUT035
FDB57,3722.352689457276,OUT049
FDV12,1537.121001912594,OUT049
FDQ58,2485.006975740365,OUT013
NCA18,1955.1196569669837,OUT017
FDH52,1006.2376954708142,OUT049
FDM24,2479.7315802526937,OUT018
NCP43,4913.145332914372,OUT027
NCO18,424.8510408950026,OUT019
FDM32,1497.0825792206324,OUT017
NCL07,659.4227978497131,OUT017
FDK03,4005.8561410861994,OUT013
FDP59,1572.985159435667,OUT017
FDQ24,4002.5329588712857,OUT049
FDQ16,1586.1877644643503,OUT018
FDU44,2550.4881905367038,OUT013
FDH28,130.47372232589296,OUT010
FDV28,130.47372232589296,OUT019
FDM22,915.8946221050752,OUT045
FDR56,3063.1908007412117,OUT046
FDV39,3068.14343611711,OUT049
FDU37,173.5394445026081,OUT019
FDQ11,572.7665654912723,OUT010
FDX02,3763.71069969717,OUT045
NCS42,1516.1390891284339,OUT018
FDY57,2803.345477785244,OUT027
FDB21,3874.1201085631556,OUT049
FDE28,3820.241099124169,OUT017
FDQ55,1936.029613260834,OUT017
FDA48,3723.587887485992,OUT049
FDZ19,2852.309033558186,OUT045
NCC43,4014.980249200442,OUT045
NCV18,1415.7099586382867,OUT046
NCA42,2546.6003618346135,OUT018
FDY45,4049.2206196586553,OUT046
NCC30,2958.8674734509273,OUT045
FDM57,1495.3950554066575,OUT013
FDL09,384.97050636549693,OUT010
FDB09,3005.839257398413,OUT027
FDT44,1974.0693007971463,OUT035
NCT06,4237.081104662332,OUT027
FDX26,3059.649774989707,OUT049
FDK32,2496.0268270856764,OUT013
DRA12,2062.6476608813155,OUT046
FDO46,492.3588681965081,OUT010
FDE52,1504.1031531657998,OUT013
NCH42,3834.3042172793153,OUT045
FDV08,667.9711544572606,OUT035
FDB47,3443.259250092969,OUT018
FDC28,258.86065036595,OUT010
FDD22,1938.5675593375604,OUT046
FDS07,2928.4942765962014,OUT027
DRI13,3670.4948954638426,OUT045
FDG32,3533.1042048179343,OUT018
FDU14,4006.9941887854693,OUT017
FDD28,131.23364596669265,OUT019
NCP41,1586.1877644643503,OUT017
FDS08,2852.309033558186,OUT049
FDX47,2534.0428710807105,OUT045
FDC53,247.01776095569824,OUT019
FDQ19,3911.926464519176,OUT035
FDL14,2498.8533666426097,OUT045
FDM33,575.0487108723571,OUT019
FDA51,1936.029613260834,OUT045
FDZ27,735.8426504408759,OUT018
FDT04,668.2683214099653,OUT046
DRC13,2014.7816876770996,OUT049
FDR16,5828.75418123239,OUT027
FDQ03,5828.75418123239,OUT027
FDE38,2696.082486887454,OUT035
DRH23,1249.0105150569975,OUT027
FDT11,491.5490176492934,OUT019
FDD09,2985.6875390920836,OUT035
FDR40,1393.5712262850925,OUT045
FDX07,3059.649774989707,OUT017
FDR07,1531.7922718669724,OUT035
FDA51,1942.62067913538,OUT017
FDT59,574.3995157589769,OUT019
FDF20,3063.1908007412117,OUT017
FDR13,1952.7673401660277,OUT045
FDY26,3614.6709519154906,OUT049
FDW04,2025.8338267046183,OUT017
FDK52,3795.503001501565,OUT017
FDN60,2531.21644422776,OUT049
FDM09,406.9675412132845,OUT019
FDP46,1459.5773631323202,OUT049
FDB50,172.9156577976931,OUT019
NCQ29,4065.110410085789,OUT049
FDP16,5828.75418123239,OUT027
FDX33,2555.9664895518526,OUT018
FDP07,508.1898877042627,OUT010
FDN22,3998.0875601196376,OUT046
FDF39,4080.594392881649,OUT049
FDS21,995.4642169517633,OUT017
NCM42,1584.0747124229104,OUT013
FDK50,382.7989008497036,OUT019
DRF13,4025.2422259136447,OUT027
FDH35,2568.796083577778,OUT018
FDP60,1537.121001912594,OUT018
DRJ49,3018.158007071806,OUT027
NCT42,365.49627307469484,OUT019
FDE38,2690.7428855475982,OUT049
FDI04,3070.829464855446,OUT049
NCH54,2541.0268871471044,OUT045
FDT56,941.5583621294737,OUT049
DRD15,3630.380564893615,OUT018
FDV58,3063.1908007412117,OUT013
FDP21,3059.649774989707,OUT049
FDH05,3812.489958633006,OUT013
FDR10,4230.953649589376,OUT027
NCP06,2479.7315802526937,OUT045
FDF33,1584.0747124229104,OUT049
DRK37,3059.649774989707,OUT013
DRH49,1400.344348815291,OUT045
FDT58,2683.1239206111804,OUT013
FDD41,1575.6498976563169,OUT018
FDP40,1672.2124574356537,OUT018
FDM51,2837.380558132607,OUT027
FDO45,199.25268900196212,OUT010
FDW33,239.76543148964,OUT010
FDY24,917.8806518613939,OUT045
FDB10,572.8499566907321,OUT010
FDM40,2045.3238881486707,OUT035
NCI06,3017.005913153161,OUT017
FDW12,340.8381180871932,OUT019
FDX48,4070.1077501863238,OUT027
NCW05,2870.56482138204,OUT027
FDX27,1529.213188538787,OUT017
DRM37,3070.829464855446,OUT045
FDA38,3909.0377704960783,OUT045
FDR36,667.4044511568801,OUT046
FDZ45,3117.59556223734,OUT046
FDG05,2546.6003618346135,OUT017
FDK28,4070.0875222419777,OUT013
FDV47,1429.7797761381726,OUT045
FDN21,2550.4881905367038,OUT045
FDP20,3005.839257398413,OUT027
FDI35,3043.0052782155176,OUT045
DRY23,711.9438581902359,OUT013
FDA56,2014.7816876770996,OUT017
FDB09,2014.7816876770996,OUT013
NCO26,2941.073577463603,OUT027
FDQ49,2510.359040431617,OUT018
FDI52,3001.5314726769143,OUT027
FDZ44,2941.073577463603,OUT027
FDZ09,2570.687407597797,OUT018
FDY03,1936.029613260834,OUT049
NCG42,2025.8338267046183,OUT017
DRI13,5828.75418123239,OUT027
FDQ32,2014.7816876770996,OUT013
FDW16,1491.5147580268856,OUT035
FDU27,738.121413051508,OUT046
FDR28,383.4388305266992,OUT010
FDQ49,380.73367130511093,OUT010
FDS37,1957.3501023326544,OUT046
FDW26,3513.7108305656466,OUT018
FDX12,3693.552237754891,OUT018
NCP06,2485.006975740365,OUT013
FDW45,365.6890584513551,OUT010
NCN30,1526.7784948319756,OUT049
FDN24,871.6547214904926,OUT049
NCL41,980.4227392500997,OUT027
FDR02,260.31065753390163,OUT019
FDD09,448.11210972990136,OUT010
FDS33,199.25268900196212,OUT010
FDU22,2001.621612500127,OUT045
FDI53,2570.810709099003,OUT013
DRH01,2852.309033558186,OUT049
FDX32,2075.3112720097192,OUT013
NCP30,661.229317630022,OUT018
FDB60,3063.1908007412117,OUT045
FDB14,1519.6746563740965,OUT049
NCP02,921.0995475538525,OUT035
FDJ10,2031.5996640191586,OUT017
FDG34,1672.2124574356537,OUT046
NCB18,1457.9417730444811,OUT017
FDM16,1093.5953940146762,OUT049
FDW25,1424.6668912979792,OUT018
FDB35,221.659314524484,OUT010
DRN11,2095.6418848158864,OUT013
FDF41,573.0105448174103,OUT019
FDH16,1457.9417730444811,OUT045
NCQ50,3443.259250092969,OUT018
DRH23,942.3791928996566,OUT018
DRJ37,2485.006975740365,OUT013
DRJ24,5207.059317963744,OUT027
FDY16,3059.649774989707,OUT035
FDQ27,1577.1541920014906,OUT045
FDZ33,2479.7315802526937,OUT045
FDF29,2025.8338267046183,OUT045
FDA08,2570.810709099003,OUT049
FDG31,1114.906649036715,OUT046
FDE34,467.16829977538225,OUT019
NCR30,1429.6441582765233,OUT027
FDV33,4090.8648246860566,OUT035
DRZ24,2007.4004044060766,OUT018
NCL54,2850.0135687740176,OUT035
FDR12,2850.0135687740176,OUT049
NCC54,3879.549792642512,OUT046
DRN59,778.7387539934463,OUT013
FDX50,261.3269843802932,OUT019
FDV31,4872.194533733079,OUT027
NCA29,4433.426470657926,OUT027
FDW60,2868.448394546207,OUT049
FDX08,3059.649774989707,OUT017
DRD49,3848.744933004282,OUT013
FDD33,3821.661152785108,OUT046
FDW35,711.9438581902359,OUT013
FDJ36,1575.6498976563169,OUT017
FDV51,2640.0276840290594,OUT035
FDW36,1584.0747124229104,OUT046
FDH35,2572.702033119022,OUT046
NCS30,3018.158007071806,OUT027
FDN49,659.4227978497131,OUT017
FDL08,3712.33042126188,OUT018
FDI09,3866.1219501409305,OUT013
FDP19,2025.8338267046183,OUT018
FDU21,130.47372232589296,OUT010
NCP41,1584.0747124229104,OUT045
FDY10,1799.4445429463099,OUT013
FDP12,657.5880249533102,OUT018
NCN26,1955.1196569669837,OUT049
FDK44,2852.309033558186,OUT013
FDC28,1586.1877644643503,OUT049
FDJ41,5828.75418123239,OUT027
NCT29,2014.7816876770996,OUT035
NCH42,572.2162274400118,OUT019
FDU60,2678.9410626731005,OUT018
FDS02,3063.1908007412117,OUT045
FDC51,2014.7816876770996,OUT046
FDU03,3059.649774989707,OUT013
FDX39,3629.3732653533634,OUT045
NCY05,130.47372232589296,OUT010
NCL06,5828.75418123239,OUT027
FDD32,1329.0888205732845,OUT035
NCN41,2014.7816876770996,OUT045
NCX53,2045.3238881486707,OUT049
FDU57,366.00808983516407,OUT019
FDQ23,1575.6498976563169,OUT046
FDQ52,4009.5095535737246,OUT045
FDC14,665.4084083889851,OUT045
FDY09,2868.448394546207,OUT035
FDQ28,2500.148917361253,OUT045
FDV25,3735.8818924984607,OUT046
FDJ07,1957.3501023326544,OUT035
DRB25,1584.0747124229104,OUT049
FDK52,574.765808915397,OUT019
FDY52,1380.6851495692372,OUT027
FDB28,3068.14343611711,OUT046
FDT36,661.7671157122733,OUT035
FDV25,3746.3298188428425,OUT017
NCN07,3018.158007071806,OUT027
FDC57,3063.1908007412117,OUT017
FDQ03,3661.3387167093356,OUT018
FDU23,2680.9556881943254,OUT017
NCX41,3629.3732653533634,OUT035
NCD06,738.121413051508,OUT035
FDW08,1584.0747124229104,OUT045
NCU29,2477.5848551004415,OUT017
NCE06,2553.8882957460637,OUT013
FDV52,271.77574640694684,OUT010
FDB02,2868.448394546207,OUT017
NCR18,668.8475770011715,OUT045
FDK16,1526.7784948319756,OUT049
NCQ29,573.2779809117105,OUT010
FDZ01,247.01776095569824,OUT019
FDW27,2529.9605768080205,OUT035
FDD17,3676.3767673698007,OUT018
FDW39,2868.448394546207,OUT013
DRH59,1076.5881674398343,OUT045
FDS52,1567.370338513938,OUT013
FDU40,5748.703137561359,OUT027
NCF54,2850.0135687740176,OUT013
FDH46,1575.6498976563169,OUT045
NCP14,1575.6498976563169,OUT049
FDH50,3059.649774989707,OUT049
DRF15,369.2262859826084,OUT010
FDV27,2546.5350158613924,OUT027
NCJ06,2007.4004044060766,OUT049
FDN02,3277.7530756985734,OUT018
FDQ51,734.9398713731078,OUT049
FDQ07,3739.017563073952,OUT017
FDS45,1577.1541920014906,OUT049
NCJ06,2014.7816876770996,OUT045
FDD36,1957.3501023326544,OUT035
FDY25,3059.649774989707,OUT045
FDU52,2498.8533666426097,OUT046
DRK47,3811.4153026291333,OUT017
NCL30,2017.608893304394,OUT017
FDN22,4008.99562246495,OUT035
NCF30,3005.839257398413,OUT027
FDK03,4054.8456490000967,OUT035
FDT45,921.0995475538525,OUT017
NCC54,5828.75418123239,OUT027
FDP08,3061.1761752199873,OUT018
