Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRC36,2722.3000668960326,OUT045
FDV21,82.43834879870394,OUT019
FDB53,2328.0174403387505,OUT046
DRP47,1987.9480640931715,OUT019
FDA14,2309.206594405486,OUT013
DRC24,2568.335421518791,OUT035
FDW21,1447.0236011377544,OUT018
NCH29,1595.6373897618591,OUT046
FDU58,3045.777682512578,OUT013
FDY27,2891.022335741603,OUT017
FDV56,1977.5435612093968,OUT035
FDT59,3546.2521499898753,OUT046
FDB23,3559.37997390791,OUT046
FDR49,752.4606689159016,OUT045
FDB03,1874.5980146677493,OUT010
FDN39,2605.320629103232,OUT045
FDX02,4884.0237173903615,OUT027
FDQ16,3180.1207756997674,OUT027
FDU35,1355.2646937686684,OUT018
NCT29,1997.015124749349,OUT013
FDZ27,871.469287201586,OUT046
FDN57,2336.040039600921,OUT017
FDA03,2105.2933005761,OUT018
FDZ36,2893.1094432417003,OUT045
NCU05,1391.2028310009055,OUT013
FDT39,2194.317229799031,OUT018
FDK60,1739.0887902488755,OUT017
FDZ25,2824.9711124426703,OUT017
FDG12,1917.914296561381,OUT046
DRB01,1154.1067066195592,OUT019
NCC43,5279.288934279702,OUT027
FDX13,1974.126481917645,OUT019
FDM22,1101.704273697774,OUT049
FDJ03,2351.7215978042364,OUT027
FDU14,3597.151507176199,OUT018
FDB33,652.4871882471642,OUT010
FDP27,2954.8150265141744,OUT046
FDO38,-594.1009725463506,OUT010
FDE28,5048.726155199325,OUT027
FDO27,1728.6627799198075,OUT035
DRL23,3176.7225819591135,OUT027
FDS28,1024.0220663497196,OUT046
FDX24,1571.41302478628,OUT013
FDZ02,1782.3157779175335,OUT035
FDL46,1826.005857308122,OUT045
FDS60,4234.404576833697,OUT027
NCO06,730.8586797898777,OUT017
FDO16,1559.7758657847799,OUT035
FDC60,1587.8451764961394,OUT049
FDA48,3135.4468841229723,OUT018
FDZ36,4389.150348461838,OUT027
FDK27,1891.6315196659696,OUT045
FDW23,455.7618745100349,OUT018
FDM14,1532.926272883524,OUT018
FDM14,1805.0711943670403,OUT013
FDW60,2587.720275440383,OUT018
FDE21,1924.0308740776009,OUT013
NCM42,1923.1992193472292,OUT035
FDY59,-321.49602724315685,OUT010
DRI49,1426.9897231976067,OUT049
FDT28,525.6798600134658,OUT019
FDQ22,483.9258794885418,OUT018
FDR60,1341.0630757000038,OUT049
FDC50,-376.3448608495613,OUT019
FDV24,2424.2102762133622,OUT013
DRF48,1080.5098657748194,OUT010
FDQ47,713.2390656278503,OUT046
DRN36,1743.5759645245882,OUT049
NCY06,2200.691853901931,OUT035
FDE52,1684.2904889750878,OUT035
NCB54,1972.537137136761,OUT045
NCF31,2557.5650686184904,OUT035
FDJ08,4374.127905799042,OUT027
NCC07,1836.2663535530974,OUT017
NCD19,2385.1281336513916,OUT027
FDL46,2020.6774827074594,OUT049
FDM20,3743.0840174431733,OUT045
NCI06,953.470109770787,OUT010
DRM11,4134.237511676777,OUT035
NCH07,2226.960975799025,OUT018
FDS23,2083.2066549528004,OUT013
FDO49,677.2059516348439,OUT018
FDS35,1208.1183770878624,OUT049
DRK39,1314.2950788124167,OUT045
DRI39,1109.4456734148544,OUT049
FDV04,2622.7584157741685,OUT017
NCN14,2992.5660649208794,OUT035
FDH08,3622.9589056919,OUT013
FDS20,2860.040967945264,OUT046
FDV40,1386.385736578499,OUT049
FDZ48,-93.8529815330786,OUT010
FDS24,2929.4345505498013,OUT027
FDK44,2822.8695033208446,OUT049
FDS48,2329.2196328681607,OUT045
FDK26,1109.5362397351505,OUT010
FDD23,2941.0300783259468,OUT045
NCH54,2612.623971871808,OUT017
NCP14,-171.32214657493898,OUT010
FDM60,-1082.0072774848059,OUT010
FDV24,2481.0663612092494,OUT017
FDH08,3288.5853146370923,OUT018
FDS12,3435.6128790673924,OUT027
FDR39,4247.857059568086,OUT027
FDP12,2175.1468211307842,OUT027
DRF60,5081.530750750754,OUT027
FDC09,1881.6776994045947,OUT035
FDF50,2854.601190952197,OUT018
FDG28,3965.610263107533,OUT035
NCE19,1065.2110341717078,OUT017
NCM53,-117.09968141582988,OUT010
NCN18,1889.5391094982429,OUT049
FDF32,3244.174252280528,OUT035
FDF11,3801.7537149371633,OUT013
DRI59,3596.841352217088,OUT049
NCG54,2801.0272448247974,OUT035
FDM44,1657.7545465943206,OUT046
FDT57,3399.803838794836,OUT018
FDV24,2374.2880147057467,OUT046
FDI50,1729.1786827721944,OUT019
FDS09,1101.7321079085375,OUT035
NCC31,3876.983623518862,OUT027
FDQ07,1573.2049836880406,OUT019
FDC22,3127.8445035212812,OUT017
FDZ56,2666.6889894092583,OUT046
FDZ40,-906.1309017327375,OUT019
FDS46,3389.5176320643845,OUT027
DRD24,2181.646056831014,OUT045
FDV45,3060.3380665789064,OUT017
FDL26,2395.7964752266384,OUT045
FDA56,1724.5168293065205,OUT018
FDN27,1905.8598342715457,OUT046
FDM20,3890.9620488229816,OUT049
FDO16,1490.8630885031325,OUT017
FDL03,3258.2678142212094,OUT035
FDE58,1884.6007969460034,OUT046
FDI02,3279.4670638254875,OUT027
NCC55,-1169.5189561923894,OUT019
FDR03,3006.498560755536,OUT018
FDB14,1669.386751666384,OUT017
FDR45,3736.4810934159973,OUT013
NCN07,2187.8176985937953,OUT017
FDM51,-128.0071458745207,OUT019
FDT52,5262.381241940586,OUT027
FDL26,2431.062056510675,OUT046
NCZ42,3700.1948091461495,OUT046
DRI47,462.6790344958855,OUT019
FDW40,2322.6470313689324,OUT013
FDN34,2715.307317466367,OUT046
FDS01,2949.1994176202043,OUT035
NCG55,1818.41662251822,OUT045
FDC11,1569.615840515355,OUT035
FDX35,3289.80693376909,OUT018
NCB06,2518.7580537334948,OUT046
FDR09,2129.2349534707446,OUT019
FDC53,1702.3847829997712,OUT017
FDY45,3981.346586974369,OUT013
FDA22,758.6893385190414,OUT010
FDE02,1689.1418968349553,OUT035
FDW21,1651.8085695016143,OUT045
FDV34,1305.484424528325,OUT046
FDS59,1932.3646408707314,OUT049
NCW17,2160.190424426657,OUT017
NCK54,1892.4118233562906,OUT046
FDG17,1969.5998130597172,OUT019
FDG35,2888.3563965745025,OUT017
FDD08,-1154.3472853793262,OUT010
NCO07,3394.343022099322,OUT017
FDJ10,296.64636039583854,OUT010
FDW36,1795.1721259499952,OUT017
FDW21,-149.58364456738457,OUT010
FDY19,2008.529450630679,OUT017
DRE03,897.3354081202986,OUT013
NCC55,820.0290273383133,OUT049
FDH52,-721.7519302773055,OUT010
FDO09,4211.035131956855,OUT017
FDU43,3694.191992025274,OUT045
FDX09,864.4744036399642,OUT010
FDH40,-437.10717355781924,OUT019
FDW58,1816.8378919885506,OUT017
FDC47,3604.20739334685,OUT017
NCR41,1677.0941539925743,OUT035
DRG49,3918.136328085554,OUT035
FDC52,3900.887950221307,OUT027
FDY13,1260.4042606694916,OUT046
FDY35,908.7545803366631,OUT013
FDI35,2951.260499519961,OUT017
NCU18,2353.0399727753147,OUT049
FDY33,2281.4970457110935,OUT018
FDC15,3879.382888920078,OUT027
FDU01,3088.8853523785524,OUT049
NCU42,2669.7821131458477,OUT046
NCV29,2530.5003237706464,OUT018
NCY30,2973.6657092681085,OUT017
FDQ46,1904.1727419816114,OUT049
FDG58,3901.9362953901887,OUT027
FDK33,3426.9692279846595,OUT017
NCD07,1803.9910913250453,OUT045
NCX29,3707.5500552891876,OUT027
NCT42,2394.4384548459616,OUT013
DRN59,974.7597062365838,OUT035
FDI44,1455.8584604062382,OUT035
FDA45,2871.9937457329365,OUT049
FDP31,1092.132689848313,OUT045
FDY01,1878.0770605039327,OUT046
FDT09,1924.359786813979,OUT018
DRH03,2988.656556117751,OUT027
FDA36,2667.658425268028,OUT018
NCF31,2527.1123142359206,OUT017
FDG14,2553.6654654119798,OUT049
FDG28,5270.674720191705,OUT027
FDU14,3970.189762981938,OUT049
FDY47,285.16985739238623,OUT019
FDI56,1584.9267045011704,OUT049
DRD01,1079.1794683325138,OUT013
FDM22,1019.6873304461296,OUT046
FDH33,797.5527611206024,OUT013
DRZ24,1936.279828628566,OUT013
NCQ38,1720.1802184065061,OUT046
FDO16,2832.2035993161107,OUT027
FDU07,3787.3067794288404,OUT027
NCB07,3066.9336194152984,OUT013
FDU48,2050.238789685706,OUT045
NCM43,2547.9553843272315,OUT045
FDR31,472.09990862652137,OUT010
DRK49,504.33758541830355,OUT018
NCI30,1902.5725663635576,OUT010
DRD60,2943.864056732578,OUT017
NCG19,3611.9859674877653,OUT046
FDH12,1814.2214712450905,OUT035
FDM32,1666.1072343617388,OUT035
FDM27,2635.2303754575555,OUT035
NCU53,4036.262069946279,OUT027
NCQ18,1596.8576607654613,OUT046
FDS10,2850.7100586691126,OUT013
FDB33,3922.464851844165,OUT027
FDI12,1503.7404066064096,OUT013
NCW42,3470.978922724092,OUT013
NCC06,1804.47407806825,OUT018
FDW02,2176.708921710882,OUT017
NCD43,1809.4454933943541,OUT017
FDM57,1167.708239302234,OUT018
FDA58,3749.744704183611,OUT017
FDK56,2871.3154596718673,OUT046
FDP52,3570.987031912112,OUT045
FDW20,1707.0561344561886,OUT018
FDS52,1757.4192738555907,OUT049
NCT29,1662.5786072133658,OUT018
NCL54,2798.7815406072014,OUT013
FDC05,3071.5345123161296,OUT045
FDF34,3277.4246344758744,OUT035
FDP03,3472.78277490797,OUT027
FDD32,-428.0831413088455,OUT010
FDZ10,1983.9795154036613,OUT045
FDZ40,1101.8542601991849,OUT035
FDD51,519.9219534502406,OUT018
NCY30,964.9537939211779,OUT019
FDP58,3431.2362786082704,OUT017
FDV49,4177.776592557589,OUT017
FDY24,-919.6123422002795,OUT019
NCO55,1832.5026096230506,OUT017
FDR13,2043.688361960499,OUT017
FDS51,1179.627329110275,OUT017
FDP26,1618.7440863177537,OUT045
NCB54,3493.129741557775,OUT027
FDF32,3172.2133866580025,OUT017
FDN31,2686.7710182857286,OUT018
DRM48,773.5050062053393,OUT017
FDN20,2770.991122482373,OUT049
DRL01,3652.7809728633347,OUT046
FDV56,1912.876382505102,OUT049
DRH13,3181.638875530705,OUT027
FDA03,2469.996811663873,OUT017
FDF47,4884.868556311005,OUT027
FDX32,2361.78721298484,OUT046
FDX57,1744.5581101925695,OUT049
NCA30,2866.4357413309795,OUT045
FDO49,980.4890750295721,OUT013
FDL04,-179.4407582640232,OUT019
DRM48,833.6858450785762,OUT035
FDR16,3374.8516476630734,OUT013
NCC19,2731.356265694581,OUT018
NCE42,3594.442062888078,OUT045
FDY24,1099.2684045897004,OUT017
FDH19,2864.29759248665,OUT049
FDJ46,2761.460001495498,OUT013
FDN45,1576.8309450336064,OUT010
FDY08,2392.440759709629,OUT035
FDZ37,1643.1378273610537,OUT035
NCT30,756.0403851796065,OUT045
DRY23,549.448588353906,OUT018
NCZ30,1699.4113191607937,OUT018
FDC44,1537.1585527177501,OUT018
FDB45,1857.8033517653964,OUT035
FDY04,2667.1800075479014,OUT013
FDM27,2423.492119821148,OUT046
FDZ43,3882.0790790102565,OUT017
FDT39,596.5816238379722,OUT019
NCC06,151.4675576785445,OUT019
FDL15,3856.5650894785445,OUT027
FDL57,4121.3818220663,OUT017
FDU08,1618.3771367099262,OUT046
FDK40,4174.797714590978,OUT017
FDQ12,1679.9530659672246,OUT010
FDS48,2502.0154272536665,OUT017
FDP09,3240.981343191442,OUT045
FDW21,1790.7933375261246,OUT049
FDY25,2985.2582047136507,OUT035
DRE13,1527.4801948897334,OUT017
FDV43,-1088.4750380613395,OUT019
FDD22,1734.2718149326029,OUT045
FDM46,-389.5434679416936,OUT019
NCO30,1036.5639654052993,OUT010
FDM25,2775.93559582084,OUT046
NCN41,2079.2411553344473,OUT049
FDU24,1503.7077295390743,OUT045
FDZ50,2919.3320939984305,OUT046
FDP45,3977.443140994356,OUT013
NCM54,1962.8983271243922,OUT045
FDW10,880.5239001552919,OUT019
FDP20,2153.3697296785986,OUT017
FDK32,2444.0145757249525,OUT046
FDN52,1589.4638955442383,OUT049
FDM58,1791.091948804458,OUT045
FDZ46,3214.8803855072356,OUT027
NCA18,1624.3644965874685,OUT018
FDD35,1961.9959187944648,OUT046
NCK31,1036.805059291065,OUT035
FDI40,3102.4278697744667,OUT027
FDT50,-235.26179348613152,OUT019
NCT06,2595.6982999907277,OUT046
FDT31,3093.4509516675607,OUT035
FDT45,1043.8324591602047,OUT049
FDT13,2874.216792160995,OUT045
FDO50,1433.7828622050488,OUT045
NCU18,363.64606453796875,OUT010
NCR54,3138.7513165007454,OUT049
NCO18,2539.185121605137,OUT018
FDU09,975.767514814409,OUT045
FDT13,2678.3137451191255,OUT018
FDE09,1819.8921855172405,OUT046
NCK53,-205.4084969273407,OUT019
FDG45,3405.104215148945,OUT049
DRH15,948.0390483720918,OUT035
FDO21,1683.7939518871635,OUT019
FDD14,4248.174302760687,OUT027
FDC09,1733.997488950272,OUT046
FDH45,2260.413471193069,OUT027
FDV32,1102.386333241929,OUT046
FDG12,2127.8509460601113,OUT035
FDS32,2329.414921292547,OUT013
NCL55,3608.4673307702383,OUT018
DRE01,3873.5062620370086,OUT035
DRE15,1408.327119804986,OUT049
NCL42,3756.4028001157053,OUT045
FDP31,1165.5310507615227,OUT013
FDN33,1309.8411594227603,OUT018
FDZ59,2630.9677256325645,OUT046
FDE45,924.9435070861554,OUT010
FDJ07,1954.2849686075674,OUT013
FDQ45,2688.433152891527,OUT018
FDM33,4816.876298702775,OUT027
FDO15,-524.8699999108495,OUT010
FDM46,1530.5954197013039,OUT013
FDR03,3206.8405831835344,OUT045
FDY49,2422.5126690906577,OUT018
FDQ60,1889.8075348157245,OUT045
FDW10,2865.308830019188,OUT049
FDO51,974.8949263165276,OUT049
FDJ40,1557.6120155630576,OUT018
FDS20,2588.8627351829923,OUT018
FDU45,1916.4891525764424,OUT013
FDV02,2805.8517114162883,OUT035
FDN09,3744.2588619025023,OUT046
NCM55,4341.315686813318,OUT027
FDN23,2080.0940377087313,OUT018
FDY31,430.891787195087,OUT010
FDW03,-77.94391296021615,OUT010
FDD14,2836.655695682156,OUT046
FDV23,2102.2580247772316,OUT017
DRI03,2701.987993174327,OUT045
FDN13,1742.955315675124,OUT035
FDF45,2531.2545828306165,OUT027
FDU46,1658.3507600705598,OUT035
FDB57,3617.816948851156,OUT049
FDV12,1786.3934815136256,OUT049
FDQ58,2438.7882406053086,OUT013
NCA18,1971.2853759502825,OUT017
FDH52,1221.972823574179,OUT049
FDM24,2160.3112295956657,OUT018
NCP43,4269.815127768971,OUT027
NCO18,917.6748956403409,OUT019
FDM32,1586.9095229744896,OUT017
NCL07,823.3509695194197,OUT017
FDK03,3991.00180008747,OUT013
FDP59,1825.3066798456925,OUT017
FDQ24,3966.9806359159943,OUT049
FDQ16,1518.443347677288,OUT018
FDU44,2623.577849320423,OUT013
FDH28,-1120.675837088047,OUT010
FDV28,-1178.2931355472324,OUT019
FDM22,947.8998117206497,OUT045
FDR56,3096.423082805377,OUT046
FDV39,3186.22292823055,OUT049
FDU37,-488.85847512527823,OUT019
FDQ11,2136.985043586955,OUT010
FDX02,3403.418419402934,OUT045
NCS42,1256.87662717736,OUT018
FDY57,3018.690357649207,OUT027
FDB21,3813.8277888086072,OUT049
FDE28,3692.2318337572,OUT017
FDQ55,1998.9769344315418,OUT017
FDA48,3538.5520523569626,OUT049
FDZ19,2662.866165818394,OUT045
NCC43,3819.3572140899787,OUT045
NCV18,1347.6103542147769,OUT046
NCA42,2252.190654339181,OUT018
FDY45,3955.581720673024,OUT046
NCC30,2749.3464990964508,OUT045
FDM57,1503.6420815445786,OUT013
FDL09,770.1238533570312,OUT010
FDB09,3427.1402192447645,OUT027
FDT44,2045.0530145264165,OUT035
NCT06,4017.318605662917,OUT027
FDX26,2965.2561706942984,OUT049
FDK32,2407.962923796024,OUT013
DRA12,2269.9049204277812,OUT046
FDO46,1132.9718169794592,OUT010
FDE52,1534.6630274272484,OUT013
NCH42,3505.7517408012222,OUT045
FDV08,925.6613753075507,OUT035
FDB47,3005.2268286345366,OUT018
FDC28,-86.78481766292828,OUT010
FDD22,1821.4046853099217,OUT046
FDS07,3273.1807129259464,OUT027
DRI13,3315.7655335288596,OUT045
FDG32,3161.249896997559,OUT018
FDU14,3968.8857513357348,OUT017
FDD28,-840.0462693094721,OUT019
NCP41,1889.058091144079,OUT017
FDS08,2848.285893555371,OUT049
FDX47,2484.0943663947733,OUT045
FDC53,-202.0798980160638,OUT019
FDQ19,3933.8433549027563,OUT035
FDL14,2446.1219640899767,OUT045
FDM33,1520.7285120622091,OUT019
FDA51,1792.6429359993513,OUT045
FDZ27,619.5916629500317,OUT018
FDT04,717.7431346649382,OUT046
DRC13,2165.4405793681794,OUT049
FDR16,4798.490032716089,OUT027
FDQ03,5126.438857749769,OUT027
FDE38,2783.9032654905095,OUT035
DRH23,2392.2964011183044,OUT027
FDT11,1135.5651489784095,OUT019
FDD09,2968.272510408505,OUT035
FDR40,1372.504560372976,OUT045
FDX07,3037.6432612803487,OUT017
FDR07,1729.505809274357,OUT035
FDA51,1970.1984344132923,OUT017
FDT59,1719.00977635679,OUT019
FDF20,3150.4780645513465,OUT017
FDR13,1854.1453020705235,OUT045
FDY26,3434.6280234977853,OUT049
FDW04,2230.7353371498093,OUT017
FDK52,3610.498298158324,OUT017
FDN60,2574.975134341936,OUT049
FDM09,859.4641228234074,OUT019
FDP46,1554.337496666565,OUT049
FDB50,-585.4605463369822,OUT019
NCQ29,4078.0059436962706,OUT049
FDP16,5218.931792301319,OUT027
FDX33,2313.7305333525815,OUT018
FDP07,1146.8180554426563,OUT010
FDN22,3903.08097952153,OUT046
FDF39,4199.078012056889,OUT049
FDS21,1219.4274130673364,OUT017
NCM42,1754.406368315245,OUT013
FDK50,722.4696817603905,OUT019
DRF13,3761.7873698304934,OUT027
FDH35,2318.384899389393,OUT018
FDP60,1364.5407037410425,OUT018
DRJ49,3516.378332473219,OUT027
NCT42,499.2376991578782,OUT019
FDE38,2742.9252482735887,OUT049
FDI04,3249.857873377991,OUT049
NCH54,2425.9933270872298,OUT045
FDT56,1168.700832473072,OUT049
DRD15,3331.187132389217,OUT018
FDV58,3046.5693949795054,OUT013
FDP21,3090.2870729743986,OUT049
FDH05,3683.94075554411,OUT013
FDR10,3984.8448420397986,OUT027
NCP06,2311.5000293923417,OUT045
FDF33,1842.547821600828,OUT049
DRK37,2984.5046764641456,OUT013
DRH49,1350.0915823123623,OUT045
FDT58,2661.948052221885,OUT013
FDD41,1479.6435708565662,OUT018
FDP40,1582.9998649121173,OUT018
FDM51,3146.514386306079,OUT027
FDO45,-380.91985947376736,OUT010
FDW33,-165.97934169818393,OUT010
FDY24,926.8090149220817,OUT045
FDB10,1790.0559157684283,OUT010
FDM40,2366.8113235282767,OUT035
NCI06,2935.600550035376,OUT017
FDW12,478.11108797565896,OUT019
FDX48,3932.673721068088,OUT027
NCW05,3140.8319224844154,OUT027
FDX27,1703.8423153366516,OUT017
DRM37,3018.164951510985,OUT045
FDA38,3647.1426756564383,OUT045
FDR36,777.1780590963331,OUT046
FDZ45,3091.3808786742684,OUT046
FDG05,2647.0629128549117,OUT017
FDK28,4016.2139460319236,OUT013
FDV47,1363.175027104958,OUT045
FDN21,2464.9405618865194,OUT045
FDP20,3508.5685934616727,OUT027
FDI35,2788.396995859351,OUT045
DRY23,763.909718239293,OUT013
FDA56,2084.7917980740986,OUT017
FDB09,2015.4063224249226,OUT013
NCO26,3309.4002668013895,OUT027
FDQ49,2269.6450811270774,OUT018
FDI52,3379.2280831557496,OUT027
FDZ44,3321.9828286435477,OUT027
FDZ09,2312.3623444589907,OUT018
FDY03,1982.8209815540665,OUT049
NCG42,2154.979255276019,OUT017
DRI13,4818.524003386268,OUT027
FDQ32,2109.2974954253646,OUT013
FDW16,1703.795240896466,OUT035
FDU27,869.6518792446977,OUT046
FDR28,757.1692871386648,OUT010
FDQ49,683.4058819647765,OUT010
FDS37,1874.9758681225621,OUT046
FDW26,3195.993558277341,OUT018
FDX12,3525.553079294384,OUT018
NCP06,2429.247343402316,OUT013
FDW45,437.08937342057914,OUT010
NCN30,1669.0520564034705,OUT049
FDN24,1028.0517777521109,OUT049
NCL41,2067.8417237172735,OUT027
FDR02,-72.61619293815409,OUT019
FDD09,972.4040464080084,OUT010
FDS33,-392.1125027974464,OUT010
FDU22,1852.9501687759077,OUT045
FDI53,2628.798400398947,OUT013
DRH01,2850.500842033201,OUT049
FDX32,2350.9671401350706,OUT013
NCP30,486.8713691649548,OUT018
FDB60,3000.522711064004,OUT045
FDB14,1684.1008822574709,OUT049
NCP02,1158.3537608453553,OUT035
FDJ10,2366.419884625562,OUT017
FDG34,1845.8356066673246,OUT046
NCB18,1561.1748232603604,OUT017
FDM16,1416.3959322580251,OUT049
FDW25,1139.150854146286,OUT018
FDB35,-320.8531867059288,OUT010
DRN11,2281.475347382649,OUT013
FDF41,1929.5887655300285,OUT019
FDH16,1398.1370666372945,OUT045
NCQ50,3045.2044707704595,OUT018
DRH23,705.1184353780191,OUT018
DRJ37,2438.358211785172,OUT013
DRJ24,4299.5945429796475,OUT027
FDY16,3059.6620233787417,OUT035
FDQ27,1705.874446789283,OUT045
FDZ33,2278.1618770561763,OUT045
FDF29,2101.8783140107025,OUT045
FDA08,2729.9625246453775,OUT049
FDG31,1118.8004448120873,OUT046
FDE34,1044.0357612012235,OUT019
NCR30,2668.287090450251,OUT027
FDV33,4182.315806917737,OUT035
DRZ24,1666.1789929572994,OUT018
NCL54,2859.5095816323187,OUT035
FDR12,2879.28956373773,OUT049
NCC54,3722.397465705933,OUT046
DRN59,870.2720172195556,OUT013
FDX50,-84.80312214995467,OUT019
FDV31,4206.810849993367,OUT027
NCA29,4145.331340212427,OUT027
FDW60,2940.38670112274,OUT049
FDX08,2966.075805351564,OUT017
DRD49,3661.5267529931784,OUT013
FDD33,3560.588319575315,OUT046
FDW35,827.475514738992,OUT013
FDJ36,1813.9844273355936,OUT017
FDV51,2768.6224750059887,OUT035
FDW36,1725.359288073995,OUT046
FDH35,2596.9777818444763,OUT046
NCS30,3506.418216166608,OUT027
FDN49,857.1111867353492,OUT017
FDL08,3535.4111617985286,OUT018
FDI09,3782.7833658492605,OUT013
FDP19,1774.7306286075232,OUT018
FDU21,-1189.1262384196066,OUT010
NCP41,1698.021057197115,OUT045
FDY10,1861.1408381746442,OUT013
FDP12,483.83072264981377,OUT018
NCN26,1983.7482158208873,OUT049
FDK44,2727.7014848496274,OUT013
FDC28,1872.8214758651823,OUT049
FDJ41,5485.736415321665,OUT027
NCT29,2124.41401932076,OUT035
NCH42,1679.9633008068922,OUT019
FDU60,2420.204591893646,OUT018
FDS02,2982.419068866647,OUT045
FDC51,2038.9104972524585,OUT046
FDU03,2941.4501255950418,OUT013
FDX39,3285.0506853681254,OUT045
NCY05,-1179.4764327483672,OUT010
NCL06,5425.099627542489,OUT027
FDD32,1541.2142664405353,OUT035
NCN41,1912.1018483415558,OUT045
NCX53,2366.3622488495066,OUT049
FDU57,545.856133346079,OUT019
FDQ23,1697.2746682547267,OUT046
FDQ52,3764.303609326793,OUT045
FDC14,744.9627940762256,OUT045
FDY09,2924.865200023745,OUT035
FDQ28,2462.8586017657944,OUT045
FDV25,3395.333470893685,OUT046
FDJ07,2028.358596015896,OUT035
DRB25,1824.884205101115,OUT049
FDK52,1617.546268634017,OUT019
FDY52,2525.3085587767437,OUT027
FDB28,3068.1552135733878,OUT046
FDT36,815.7592410386574,OUT035
FDV25,3546.5520090922446,OUT017
NCN07,3517.360539952528,OUT027
FDC57,3174.0811211622517,OUT017
FDQ03,3445.413038329641,OUT018
FDU23,2739.2981813153738,OUT017
NCX41,3458.3211762526194,OUT035
NCD06,976.5094620385629,OUT035
FDW08,1617.3105696426219,OUT045
NCU29,2381.1925798221514,OUT017
NCE06,2563.554885676051,OUT013
FDV52,49.86924993173841,OUT010
FDB02,2932.2422293107174,OUT017
NCR18,737.4314358206358,OUT045
FDK16,1639.3558646744739,OUT049
NCQ29,2087.0810621602623,OUT010
FDZ01,-102.26242300760202,OUT019
FDW27,2649.785391324507,OUT035
FDD17,3419.052615704731,OUT018
FDW39,2865.064167765943,OUT013
DRH59,1166.2846912603943,OUT045
FDS52,1709.4883186013844,OUT013
FDU40,4477.227602354643,OUT027
NCF54,2765.77257599607,OUT013
FDH46,1672.0236602761381,OUT045
NCP14,1776.2770120394803,OUT049
FDH50,3032.613325483047,OUT049
DRF15,562.6809627142396,OUT010
FDV27,2931.2227942016134,OUT027
NCJ06,2044.8257303063824,OUT049
FDN02,2929.245599187266,OUT018
FDQ51,1003.786412952384,OUT049
FDQ07,3600.4266944492156,OUT017
FDS45,1768.341355428073,OUT049
NCJ06,1893.9852208587074,OUT045
FDD36,2042.5710378296344,OUT035
FDY25,2802.3338690566634,OUT045
FDU52,2441.2369965432304,OUT046
DRK47,3585.311040948089,OUT017
NCL30,2159.9596299601017,OUT017
